,target
0,-0.03754999171012847
1,-0.03949837520422889
2,-0.015270484631918895
3,-0.03477615195568853
4,0.00023889331794654892
5,-0.029047713161573292
6,-0.004836671129236286
7,-0.062077050570409756
8,-0.05116741753182743
9,-0.053943818662169365
10,-0.04899173350497117
11,-0.06447437577293459
12,-0.007015468375888118
13,0.17654602347120668
14,-0.06885615046881582
15,-0.024962876589904103
16,-0.06587599305473163
17,-0.034397632625903396
18,-0.03360576340258487
19,-0.04783319499633173
20,0.007222097161433683
21,0.15785196039461888
22,0.18988698027033213
23,0.007201544589310039
24,-0.009177386930692106
25,-0.04759480340505482
26,0.018519639409339813
27,0.16617673217823833
28,-0.022728662356396315
29,-0.03324936651666622
30,0.0040212882229278815
31,-0.021422314788104604
32,-0.01933409836395445
33,-0.028616051580846475
34,-0.06201641596162614
35,-0.011258936732892442
36,-0.05837486566188023
37,-0.061135799882902166
38,-0.0732273248700429
39,0.004179713131306734
40,0.008161264516236586
41,-0.029108430273875788
42,5.385618743415611e-06
43,0.1572201922999027
44,-0.05545707593417592
45,-0.0341402372140112
46,-0.062164867406039055
47,-0.028758808368434984
48,0.1184983594222976
49,-0.06624092641270142
50,-0.03508381202213746
51,-0.054129713041195744
52,-0.03508381202213746
53,-0.03508381202213746
54,0.11205486298369252
55,-0.03834075949247093
56,-0.03560325627575069
57,-0.05663154037072199
58,-0.0565767091928891
59,-0.04009257586463034
60,-0.035289601076985845
61,-0.02492360675665781
62,-0.04942470054559011
63,0.15870918513966842
64,-0.019572929661594525
65,-0.03626524644215546
66,-0.05691966308507579
67,0.16359678173155828
68,-0.035607422624365684
69,0.18772777817598102
70,0.010276175031586123
71,0.012748999615684917
72,-0.05214627274260573
73,-0.012025869161499185
74,-0.02945133331916787
75,-0.0515549967606123
76,0.0007558129815839425
77,-0.013568737592584385
78,0.005356696486571052
79,-0.05705462882891538
80,0.13404595236584585
81,-0.03870581522232536
82,0.031468107775175023
83,-0.01643881452456151
84,-0.06461000700820388
85,-0.04733365594643147
86,-0.02496916594804342
87,0.04263654364544373
88,0.008236460338287501
89,-0.05357575780872164
90,-0.03638849239423447
91,-0.034397267896021454
92,-0.018338428397384574
93,-0.02640083738357851
94,-0.0015497689296557243
95,-0.0512693591345152
96,-0.059059617107912986
97,-0.030108812206775436
98,-0.022090863128871176
99,0.009315549542525598
100,0.12269769041877948
101,-0.01776395267847706
102,0.007413428694683183
103,-0.036916254234330356
104,-0.060834183068554294
105,-0.016518570657285722
106,-0.04379895658604798
107,-0.03979963970166566
108,-0.0645028124901227
109,-0.031904765093844906
110,0.001112209867502597
111,-0.04899173350497117
112,-0.0332519390366707
113,-0.04082588570930931
114,0.11658408824922974
115,-0.06779963908940984
116,-0.02006556387551963
117,-0.03120261042805632
118,-0.020524462369710235
119,-0.02536653148314195
120,0.15734684558262974
121,-0.05808654087051201
122,0.1653208096084599
123,-0.007395971382483354
124,0.11605728136253635
125,-0.023384964199157456
126,-0.03557763162247526
127,-0.043220380053668454
128,0.016708092861680197
129,-0.03555833262505253
130,-0.010512516217650066
131,0.029687111354749867
132,-0.051059962744747396
133,-0.056772656326343596
134,-0.06425361012228523
135,0.1635432681460568
136,-0.03423105697597565
137,0.009315549542525598
138,-0.040085963273117704
139,-0.029250445700560603
140,-0.06461000700820388
141,-0.03701826239669018
142,-0.023131203123655717
143,-0.0481603260153819
144,-0.022697208697873734
145,-0.029047713161573292
146,0.1414149667853515
147,-0.047387363588112956
148,-0.07140729640959953
149,-0.052978311467523555
150,-0.06120934298115055
151,-0.0029916737839663725
152,-0.03933644668447614
153,-0.04691027813610295
154,0.041886116282603206
155,-0.03795141540415892
156,-0.05766532450658556
157,-0.039382879548535185
158,0.14139789135526634
159,-0.04116663993868556
160,-0.025740108934402994
161,5.385618743415611e-06
162,0.016708092861680197
163,-0.000766014829437275
164,-0.026474390999264918
165,-0.03534771185140661
166,-0.053597175782648894
167,-0.07448877107643018
168,0.009315549542525598
169,-0.010233660387783531
170,0.18605163710308095
171,-0.014860961942955494
172,-0.04687508904226985
173,-0.01651303751523469
174,0.0030101512820891164
175,0.10425381870650063
176,-0.03719671727050964
177,-0.047008100090030536
178,-0.03987016598129413
179,-0.04628204803440993
180,-0.03638849239423447
181,-0.03475867301506794
182,0.1585211713641802
183,-0.0649496518044455
184,-0.031904765093844906
185,0.009315549542525598
186,-0.03638849239423447
187,-0.06629504642154452
188,0.12040293059609944
189,-0.024534064708292332
190,-0.029135738021622674
191,-0.07407198290418324
192,-0.02509391624422677
193,0.13817980691986192
194,-0.031358147108305354
195,0.1500261824949408
196,-0.0422447062269817
197,0.11625529918814441
198,-0.04017201463328278
199,-0.05213189461564364
200,-0.03014359144370435
201,-0.004480274243317632
202,-0.04841901373307745
203,-0.03096034920518337
204,-0.0025552490675774795
205,0.14888857002674982
206,-0.06237980385538198
207,-0.025101127041147055
208,0.1669966219324004
209,-0.046279527558634265
210,-0.06226624354507603
211,-0.04791814444275168
212,-0.05715648874255962
213,0.14628627206673653
214,-0.028688217570745512
215,-0.055245811211755196
216,-0.056986740188799505
217,0.1819226639282541
218,-0.052575567438889054
219,-0.023360962142836457
220,0.1414149667853515
221,-0.027307789186713987
222,0.1631543183017412
223,0.1224608353466916
224,0.02191075398529
225,-0.02898601512970905
226,-0.038027447539175335
227,-0.033465256564027955
228,-0.03341124415384827
229,0.009315549542525598
230,-0.024462558713046513
231,-0.0025552490675774795
232,-0.0363168546052355
233,-0.05622031230697045
234,-0.06490094409595666
235,-0.07448397455875211
236,0.19202359417815465
237,-0.03638849239423447
238,0.013851250112269278
239,-0.03050818179341358
240,0.1313696589071964
241,-0.05804700961439111
242,-0.049662457711223046
243,-0.032983293805261694
244,-0.054129713041195744
245,-0.05463844968303835
246,-0.03949837520422889
247,0.11537373818523805
248,0.12421606495419744
249,-0.03638849239423447
250,-0.057887134287609915
251,-0.017939631216211966
252,-0.03002496070370541
253,-0.04135733952266635
254,0.029687111354749867
255,0.16493267740215325
256,0.012880024732719833
257,-0.03999020675215489
258,-0.03638849239423447
259,0.009315549542525598
260,-0.04888733853635581
261,-0.03756608287831017
262,-0.010512516217650066
263,-0.000766014829437275
264,-0.057923382481716724
265,-0.008234977810567845
266,-6.373407547305375e-05
267,0.004179713131306734
268,-0.05855756152543026
269,-0.03917010654933484
270,-0.0082986229246041
271,-0.007395971382483354
272,0.02933071446883121
273,0.13251827794023444
274,-0.04622475485735657
275,-0.06162613115339748
276,-0.008744719426646072
277,-0.03137676150496331
278,-0.025793358179596885
279,0.014966486063944583
280,-0.05141635963066605
281,-0.02640083738357851
282,-0.007395971382483354
283,0.16053533888543645
284,0.16725517790742594
285,-0.007395971382483354
286,0.1664306564642786
287,-0.08154280952502234
288,-0.03638849239423447
289,-0.03834075949247093
290,0.04263654364544373
291,-0.03638849239423447
292,-0.01979684321045588
293,0.04263654364544373
294,-0.04920760317342036
295,0.009315549542525598
296,-0.05555140543420336
297,-0.005026487771040122
298,-0.0370885863344643
299,-0.06098356210646519
300,-0.02663648904300242
301,-0.010807710249808367
302,-0.046666802763423415
303,0.1201934626630127
304,-0.03638849239423447
305,-0.005290042654876268
306,0.13780287648126013
307,-0.03527326672785533
308,-0.020524462369710235
309,0.002048026801329014
310,-0.026350627723311357
311,0.15186184183559082
312,-0.03562966361377398
313,-0.043040968955309164
314,-0.026505006385831108
315,-0.043903371074469094
316,0.17465774828104985
317,-0.008234977810567845
318,-0.03638849239423447
319,-0.016518570657285722
320,-0.03638849239423447
321,-0.027307789186713987
322,-0.014909659360401721
323,-0.01651530315073722
324,-0.028425639873779385
325,-0.010139263937694485
326,0.15411383366388837
327,-0.007231630769844492
328,-0.06352472173094625
329,0.14225780160090457
330,-0.058760350536186404
331,-0.06218735799860443
332,0.1534430521526283
333,-0.026505006385831108
334,-0.03638849239423447
335,-0.03835089065282746
336,0.15335460582628874
337,-0.03491393916538455
338,-0.05556993309128812
339,-0.0045613216704568854
340,0.18772777817598102
341,0.005082552887021998
342,-0.03163534221550925
343,-0.023577731778519316
344,-0.01933059837811548
345,-0.06744971059427955
346,0.18247849230950797
347,0.004013889839646453
348,0.005175383097876617
349,-0.0340411988435689
350,0.1604195794672623
351,0.009201564714358462
352,0.017116028125885425
353,-0.05969298512627615
354,0.1407304786352525
355,-0.05391532821903679
356,0.13817980691986192
357,-0.055642264333217284
358,-0.042599666633320786
359,-0.03632822632017793
360,-0.03701826239669018
361,-0.025919276723227695
362,0.14034772283780758
363,-0.04007165049420599
364,0.03607715967117637
365,0.004179713131306734
366,0.1056760020666755
367,-0.01971141069911792
368,-0.03444417778106707
369,-0.06309264134187875
370,-0.03455680501189519
371,-0.053274619679968126
372,-0.025919276723227695
373,0.01024634808691793
374,0.04263654364544373
375,-0.033829206299576246
376,-0.03893155240617052
377,-0.026505006385831108
378,-0.015723111578939294
379,-0.05509144995413986
380,-0.03163534221550925
381,-0.02167046859343555
382,-0.05715648874255962
383,-0.03638849239423447
384,0.023360165677131513
385,-0.06295016950275793
386,-0.052539998448239325
387,-0.03051287404522972
388,-0.0285819089757848
389,-0.0602085710113302
390,0.035720762785257716
391,-0.011510796711619071
392,0.15809591556012975
393,-0.030329970205022476
394,0.15000699772006737
395,-0.04104715094716071
396,-0.03949837520422889
397,0.1609805891541847
398,0.12489048716424309
399,-0.03756754034737385
400,0.014966486063944583
401,-0.029711452274299353
402,-0.024092501166221948
403,-0.01997127207243302
404,0.13975534005651843
405,-0.036006409955618865
406,-0.04857963587281189
407,0.13251827794023444
408,0.1847230125126353
409,-0.013590173127971537
410,-0.024462558713046513
411,-0.02991467870942713
412,-0.02991467870942713
413,0.0331373678225689
414,-0.0180185444566634
415,0.13365278381280096
416,-0.030952597407253694
417,-0.035034771203192656
418,0.009781873214145989
419,-0.0027225049461920684
420,-0.05792097471195634
421,-0.06116327430147282
422,0.18363067495277574
423,-0.05767838377299977
424,0.13448319769691033
425,0.16735591039431197
426,-0.03865221794184342
427,0.13094871075893608
428,-0.0487169497187137
429,-0.04577791617298356
430,-0.007542614476048469
431,-0.03402291962399206
432,-0.029856159824421115
433,-0.0034588014695399122
434,-0.015280881216059873
435,0.001619760786948636
436,0.10910522714198528
437,0.12014004308786685
438,-0.05206003804623988
439,-0.06564324124162875
440,-0.04082588570930931
441,0.1920096392255952
442,-0.03638849239423447
443,0.0376980273942513
444,-0.02492360675665781
445,-0.02697492109456521
446,-0.030785858701621073
447,-0.005026487771040122
448,0.14579588427949536
449,0.00440221979165536
450,-0.022500287113554483
451,-0.03638849239423447
452,0.18363067495277574
453,0.14519960788112815
454,0.1806435747943818
455,-0.0500188545971417
456,-0.035559468717469365
457,-0.025679709111024247
458,-0.040105083055195875
459,-0.026096797007716936
460,-0.04987033354600775
461,0.1279760088986129
462,0.04070467491634208
463,0.15948346719286874
464,-0.08126478633129036
465,0.029687111354749867
466,-0.028684188229127647
467,0.001349769028268126
468,0.03221853513801555
469,0.15488013883721766
470,-0.055725879968890515
471,0.1210811385704955
472,-0.05235926172095159
473,-0.010807710249808367
474,-0.00577665132872599
475,-0.04557094410158643
476,-0.05295209777730233
477,0.03475291917325195
478,-0.029488128183606212
479,-0.017865104367723227
480,-0.000580096291720968
481,-0.03480232098776202
482,-0.04465222662215866
483,0.044826453292795325
484,-0.04527184827223262
485,0.16921500731126016
486,0.004818986211957964
487,-0.026124412921073432
488,0.00587772793574618
489,-0.024567209870739154
490,-0.000766014829437275
491,-0.04093752531490727
492,0.12642756144196002
493,-0.03163534221550925
494,-0.03550164433546687
495,0.01481573495491362
496,-0.02866429849043056
497,-0.009029891758965713
498,-0.07331886688770851
499,-0.032454141293982025
500,-0.0029160253219241766
501,-0.029512750592855953
502,-0.04046290764162162
503,-0.019699605658495677
504,-0.05288051585692128
505,-0.004629349306501551
506,-0.020731457139339618
507,-0.02194640926012723
508,-0.06523438398358304
509,-0.03638849239423447
510,-0.018068272578605982
511,0.126827215122189
512,-0.06261101066514767
513,-0.03638849239423447
514,0.13457656295487586
515,0.14579588427949536
516,-0.03535218728885399
517,-0.030329970205022476
518,-0.027651538739203903
519,0.15270962986817196
520,0.0010941583346964724
521,-0.000766014829437275
522,-0.03394528614651144
523,0.03615437205989421
524,-0.03276417040272483
525,-0.05315475152457078
526,-0.03480232098776202
527,0.15985685246553893
528,0.00597517883606627
529,-0.06894054474368332
530,0.1453009200891906
531,0.11574050302113491
532,-0.060695599815203755
533,-0.024150443450436553
534,-0.06028474593621376
535,0.12339019576020553
536,-0.011151789298301294
537,0.18988698027033213
538,-0.043695024479026734
539,-0.04406916211436925
540,-0.04379895658604798
541,0.15022301153611478
542,-0.06533936319645077
543,0.17967959139629106
544,-0.05122417150603209
545,-0.01904167295642327
546,-0.024832096815461977
547,0.029687111354749867
548,-0.025993955588562982
549,-0.019378308794864286
550,-0.016928475467782166
551,-0.05230559956769503
552,-0.002943441828473388
553,0.01638105449665524
554,0.17073448648988535
555,0.0030101512820891164
556,0.0037605786449296436
557,-6.373407547305375e-05
558,-0.03444040519333609
559,-0.03312859699048581
560,-0.05773462414072315
561,-0.02574040012179828
562,-0.016082417638642852
563,-0.05100612806047672
564,0.00440931281419411
565,-0.03638849239423447
566,0.10173762568291934
567,-0.03475911316810125
568,-0.029089765755257423
569,-0.03557763162247526
570,-0.016673356137805153
571,-0.05037288522424019
572,-0.04947583136461242
573,-0.010926977922860188
574,-0.028688217570745512
575,0.18826803785745036
576,-0.06404490873869814
577,-0.025919276723227695
578,-0.027985534206520658
579,-0.018821871180991892
580,0.14117604526353417
581,-0.026112482659279117
582,-0.04551749590798781
583,-0.024825032979881482
584,0.044054579196487274
585,-0.03880097328850082
586,0.1837493405997395
587,-0.03771126541433455
588,-0.06144231581429273
589,0.15797186487911574
590,-0.00267916107101572
591,0.010539956831213363
592,-0.04650956185640099
593,-0.06904762219547889
594,0.006926401115336841
595,-0.01776395267847706
596,0.14940030887312925
597,0.00023889331794654892
598,-0.06382317362186468
599,-0.03050818179341358
600,-0.02194640926012723
601,0.03003953599894293
602,-0.057792506924180635
603,-0.06120968723428251
604,-0.033148178695807176
605,-0.03632822632017793
606,-0.022593430501479935
607,0.004013889839646453
608,0.16056786900673042
609,-0.047941408424891196
610,-0.046847416392194
611,-0.02960684258647926
612,-0.021336147185944808
613,-0.01805803565992208
614,-0.01825332621408712
615,-0.009243697057115486
616,-0.049464299627090716
617,-0.033756901827664366
618,-0.05762721033729187
619,-0.03082159762045714
620,-0.07417040388611645
621,-0.049033695333907945
622,0.0025688500882711084
623,0.1355833106559985
624,-0.019699605658495677
625,-0.008525759193079886
626,-0.0279702314222852
627,-0.06309264134187875
628,-0.055484911726529175
629,0.13052930888380265
630,-0.02184685911213769
631,0.0030417429170160617
632,-0.04427562051256472
633,-0.051705381617842404
634,-0.0548690792750517
635,-0.031710400695556896
636,-0.060436971456523284
637,-0.06280725458234986
638,0.1324153538135222
639,-0.030304927057010152
640,0.1585211713641802
641,-0.04767325834049844
642,-0.04624524532197197
643,-0.05859161758888511
644,0.15616193042829532
645,-0.02834788493941605
646,-0.04773688327418462
647,-0.004480274243317632
648,-0.05118461227350784
649,-0.01720026803663001
650,-0.038407683508406086
651,-0.025793358179596885
652,-0.03436258694479832
653,0.005064195413432575
654,-0.009243697057115486
655,0.02191075398529
656,-0.024878111099340888
657,-0.04592331092739761
658,-0.010512516217650066
659,-0.02393539584255288
660,-0.040416038379995134
661,0.04263654364544373
662,-0.057074144887143886
663,-0.03137676150496331
664,0.18772777817598102
665,-0.02194640926012723
666,-0.03930415103854691
667,0.03615437205989421
668,-0.0709563420669178
669,-0.05779077259852065
670,-0.028886413514185406
671,0.12240896587355952
672,-0.03346124337134079
673,-0.006881589837924867
674,0.010097223890676637
675,0.09537388489844886
676,0.11894447919064627
677,-0.013661747293860922
678,-0.009029891758965713
679,-0.06460590610559813
680,-0.01776395267847706
681,-0.039941855348337385
682,-0.06797349660350266
683,-0.019893209954831213
684,-0.055708029767214715
685,-0.03125905359606683
686,0.14671822674819363
687,-0.02457336395922927
688,0.1360431287181862
689,-0.007651708191315145
690,0.1365721475812819
691,0.04263654364544373
692,0.0013756607885147887
693,0.021122583286114233
694,-0.026997321178669542
695,-0.03243396115235834
696,0.018725028393697538
697,-0.03423105697597565
698,-0.05616939920365901
699,-0.06812983925411682
700,-0.05047865151110512
701,0.13755815523183312
702,-0.052353082530484756
703,0.1272288077245235
704,-0.06157805895606324
705,0.11871018936311532
706,-0.049455416807551285
707,-0.06874784235113998
708,-0.05611883830909013
709,0.044054579196487274
710,-0.03638849239423447
711,0.12185016470320333
712,0.04263654364544373
713,0.1530046679447072
714,-0.023360962142836457
715,-0.05071526028205006
716,5.385618743415611e-06
717,-0.014749089265882772
718,0.16566223086850473
719,-0.021976010564051435
720,-0.04466786692854755
721,-0.03820063682466199
722,-0.053452572707512885
723,-0.0009710833026765239
724,0.17952659399691437
725,-0.035652746438744026
726,-0.048329325913001354
727,0.12017654268625404
728,-0.03491393916538455
729,-0.031665691829885094
730,-0.04514170781421077
731,-0.033690845940053706
732,0.029687111354749867
733,0.16034628452852392
734,-0.05265484198101357
735,0.15503243929534105
736,0.1275115715718019
737,-0.03638849239423447
738,-0.02960684258647926
739,-0.059050934625438596
740,-0.06899198021331021
741,0.16235984204706447
742,-0.042459618356137915
743,0.0030101512820891164
744,-0.060082851811466824
745,0.18663344202142498
746,-0.030061263095266258
747,-0.06710643879144056
748,0.12718074629604598
749,-0.000766014829437275
750,0.1315652175752899
751,-0.030480769237525122
752,1.4171938604835128e-05
753,-0.07494356719233772
754,-0.03638849239423447
755,-0.04987033354600775
756,0.11146847302877025
757,-0.036618459049924966
758,-0.017865104367723227
759,0.14723505886953459
760,-0.0310188770588626
761,-0.03440319087714072
762,0.14407220328395673
763,-0.04989910261034283
764,-0.04666131705298116
765,0.16060196957222767
766,-0.05720476802313185
767,0.12519638718797357
768,-0.004480274243317632
769,-0.07233680399821141
770,0.014966486063944583
771,-0.034727415136218805
772,-0.005019556551243638
773,0.17338528782758694
774,0.005356696486571052
775,-0.021196065094956987
776,-0.038113949481378036
777,-0.003976997136576061
778,-0.04953124711251247
779,-0.04882713473008037
780,-0.034335168720235974
781,-0.05557037711457336
782,-0.06561758549209144
783,-0.07900061448989584
784,0.14925854823995477
785,-0.04401418960016484
786,-0.06315045701017315
787,0.03939890799932244
788,-0.001673831466809874
789,-0.040408885397071624
790,-0.010807710249808367
791,-0.039616653418571963
792,0.1382244765059863
793,-0.01651530315073722
794,0.15468297124650066
795,0.18094091952839156
796,-0.05427318661124991
797,-0.058891851001466315
798,-0.03508381202213746
799,0.10550752921455639
800,-0.023979678684426707
801,0.04289803276494496
802,-0.00810142667953365
803,-0.07409203019392978
804,-0.034621810112353366
805,-0.05887875631292589
806,-0.03250772246154174
807,-0.0007706740833861302
808,0.0037605786449296436
809,-0.03395379370388875
810,-0.05209251660334558
811,-0.03508381202213746
812,0.11667612916220549
813,-0.010498010708487453
814,-0.0315996222858346
815,-0.031900354422641906
816,-0.01551290939512062
817,0.1368594539447844
818,0.012433214561225736
819,-0.03949837520422889
820,-0.021534343397597213
821,0.1412464350065117
822,0.00440931281419411
823,-0.05715648874255962
824,0.14759542748501556
825,-0.040986634088171485
826,0.1414149667853515
827,0.009315549542525598
828,0.04263654364544373
829,0.01492303961626651
830,-0.007003178192721797
831,-0.02959435270183155
832,0.14792881328225646
833,-0.03638849239423447
834,-0.025919276723227695
835,-0.02160641944051744
836,-0.0657466490822574
837,-0.05194208668596037
838,-0.05088772692496844
839,-0.02991467870942713
840,0.17628967336104834
841,-0.025464306060532706
842,-0.005637713393350009
843,0.1852421087305516
844,-0.04574744464331722
845,-0.033103892988732335
846,-0.03638849239423447
847,-0.029765042385823722
848,-0.06563626830022089
849,-0.010156119331731411
850,0.15021281185324864
851,-0.017019892685361682
852,-0.010771763825916266
853,-0.044176745353120765
854,-0.048732553240754505
855,-0.038260542550692424
856,-0.023957142011154658
857,-0.034227472470911784
858,0.15093174565096645
859,0.009315549542525598
860,0.04295466343829796
861,-0.03638849239423447
862,-0.0366155529329968
863,0.016252418451417033
864,-0.06743069745972949
865,0.15411237405039407
866,-0.032190559377190966
867,0.001112209867502597
868,-0.006147725861456888
